experiment,point,point_label,run,seed,build,status,error
diagnostic-manifold-base,4,"N_loc=20, N_phi=16, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=1",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 12: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",4,4,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 7: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",5,5,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 3: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",6,6,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 14: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",7,7,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 21: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",8,8,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 9: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,5,"N_loc=20, N_phi=10, N_J=24, N_manifold=3, lambda_manifold=0.5, sync_steps=1",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 1: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,6,"N_loc=20, N_phi=10, N_J=24, N_manifold=10, lambda_manifold=0.5, sync_steps=1",6,6,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 8: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,6,"N_loc=20, N_phi=10, N_J=24, N_manifold=10, lambda_manifold=0.5, sync_steps=1",8,8,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 5: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,6,"N_loc=20, N_phi=10, N_J=24, N_manifold=10, lambda_manifold=0.5, sync_steps=1",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 1: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,7,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.0, sync_steps=1",5,5,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 3: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,7,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.0, sync_steps=1",6,6,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 14: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,7,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.0, sync_steps=1",8,8,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 9: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,7,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.0, sync_steps=1",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 1: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",4,4,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 7: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",5,5,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 3: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",6,6,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 14: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",7,7,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 17: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",8,8,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 9: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,8,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=2.0, sync_steps=1",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 1: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,9,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=3",4,4,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 7: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,9,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=3",5,5,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 3: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,9,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=3",6,6,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 14: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,9,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=3",8,8,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 9: rank=0, required=1; increase N_phi or N_loc"
diagnostic-manifold-base,9,"N_loc=20, N_phi=10, N_J=24, N_manifold=6, lambda_manifold=0.5, sync_steps=3",9,9,ADP,numerical_failure,"RuntimeError: rank-deficient local slope for target 1: rank=0, required=1; increase N_phi or N_loc"
